time,value,raw_value
2025-06-19 10:05:12.104 UTC,Brake pedal released,0
2025-06-19 10:05:12.203 UTC,Brake pedal released,0
2025-06-19 10:05:12.308 UTC,Brake pedal released,0
2025-06-19 10:05:12.403 UTC,Brake pedal released,0
2025-06-19 10:05:12.503 UTC,Brake pedal released,0
2025-06-19 10:05:12.603 UTC,Brake pedal released,0
2025-06-19 10:05:12.703 UTC,Brake pedal released,0
2025-06-19 10:05:12.803 UTC,Brake pedal released,0
2025-06-19 10:05:12.903 UTC,Brake pedal released,0
2025-06-19 10:05:13.003 UTC,Brake pedal released,0
2025-06-19 10:05:13.103 UTC,Brake pedal released,0
2025-06-19 10:05:13.203 UTC,Brake pedal released,0
2025-06-19 10:05:13.303 UTC,Brake pedal released,0
2025-06-19 10:05:13.403 UTC,Brake pedal released,0
2025-06-19 10:05:13.503 UTC,Brake pedal released,0
2025-06-19 10:05:13.602 UTC,Brake pedal released,0
2025-06-19 10:05:13.702 UTC,Brake pedal released,0
2025-06-19 10:05:13.803 UTC,Brake pedal released,0
2025-06-19 10:05:13.903 UTC,Brake pedal released,0
2025-06-19 10:05:14.003 UTC,Brake pedal released,0
2025-06-19 10:05:14.103 UTC,Brake pedal released,0
2025-06-19 10:05:14.202 UTC,Brake pedal released,0
2025-06-19 10:05:14.303 UTC,Brake pedal released,0
2025-06-19 10:05:14.402 UTC,Brake pedal released,0
2025-06-19 10:05:14.502 UTC,Brake pedal released,0
2025-06-19 10:05:14.603 UTC,Brake pedal released,0
2025-06-19 10:05:14.702 UTC,Brake pedal released,0
2025-06-19 10:05:14.803 UTC,Brake pedal released,0
2025-06-19 10:05:14.903 UTC,Brake pedal released,0
2025-06-19 10:05:15.002 UTC,Brake pedal released,0
2025-06-19 10:05:15.103 UTC,Brake pedal released,0
2025-06-19 10:05:15.202 UTC,Brake pedal released,0
2025-06-19 10:05:15.304 UTC,Brake pedal released,0
2025-06-19 10:05:15.406 UTC,Brake pedal released,0
2025-06-19 10:05:15.503 UTC,Brake pedal released,0
2025-06-19 10:05:15.603 UTC,Brake pedal released,0
2025-06-19 10:05:15.702 UTC,Brake pedal released,0
2025-06-19 10:05:15.802 UTC,Brake pedal released,0
2025-06-19 10:05:15.903 UTC,Brake pedal released,0
2025-06-19 10:05:16.002 UTC,Brake pedal released,0
2025-06-19 10:05:16.103 UTC,Brake pedal released,0
2025-06-19 10:05:16.203 UTC,Brake pedal released,0
2025-06-19 10:05:16.303 UTC,Brake pedal released,0
2025-06-19 10:05:16.403 UTC,Brake pedal released,0
2025-06-19 10:05:16.503 UTC,Brake pedal released,0
2025-06-19 10:05:16.604 UTC,Brake pedal released,0
2025-06-19 10:05:16.703 UTC,Brake pedal released,0
2025-06-19 10:05:16.803 UTC,Brake pedal released,0
2025-06-19 10:05:16.902 UTC,Brake pedal released,0
2025-06-19 10:04:30.703Z,Brake pedal released,0
2025-06-19 10:04:30.803Z,Brake pedal released,0
2025-06-19 10:04:30.902Z,Brake pedal released,0
2025-06-19 10:04:31.003Z,Brake pedal released,0
2025-06-19 10:04:31.103Z,Brake pedal released,0
2025-06-19 10:04:31.203Z,Brake pedal released,0
2025-06-19 10:04:31.303Z,Brake pedal released,0
2025-06-19 10:04:31.403Z,Brake pedal released,0
2025-06-19 10:04:31.503Z,Brake pedal released,0
2025-06-19 10:04:31.603Z,Brake pedal released,0
2025-06-19 10:04:31.702Z,Brake pedal released,0
2025-06-19 10:04:31.803Z,Brake pedal released,0
